Kd_1,Kd_2,aR,gR,dR,gT_1,gT_2,aL_1,aL_2,gL_1,gL_2,gN,N_fold_change
1,3.1623,15.8489,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.9019823707118687
1,3.1623,100.0,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.9128738365439434
1,3.1623,100.0,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.9128405491082489
1,3.1623,100.0,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.9126290188330727
1,3.1623,100.0,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.9112760227473027
1,3.1623,100.0,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.9019823691058505
1,3.1623,100.0,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.8475871825410108
1,10.0,0.01,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.1003889934221702
1,10.0,0.01,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.10141965394146549
1,10.0,0.01,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.10787024514006469
1,10.0,0.01,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.14653988164041615
1,10.0,0.01,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.32997941287528204
1,10.0,0.01,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.7156953343677791
1,10.0,0.0631,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.10141965383867046
1,10.0,0.0631,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.10243651147720471
1,10.0,0.0631,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.10879593794542526
1,10.0,0.0631,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.14709654504339806
1,10.0,0.0631,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.3299626862187193
1,10.0,0.0631,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.715629242705863
1,10.0,0.3981,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.10787025400873952
1,10.0,0.3981,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.10879594089979426
1,10.0,0.3981,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.11463784516844885
1,10.0,0.3981,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.15066480328990167
1,10.0,0.3981,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.32987387836157733
1,10.0,0.3981,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.7152120301473338
1,10.0,2.5119,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.14653988014134653
1,10.0,2.5119,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.14709656393896547
1,10.0,2.5119,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.1506648029552934
1,10.0,2.5119,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.17494296080798097
1,10.0,2.5119,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.32999740698840047
1,10.0,2.5119,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.7125703236565359
1,10.0,15.8489,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.32997941116307583
1,10.0,15.8489,13.8301,0,27.5947,27.5947,0.0631,0.0631,13.8301,13.8301,0.5545177444479562,0.32996270821072193
1,10.0,15.8489,13.8301,0,27.5947,27.5947,0.3981,0.3981,13.8301,13.8301,0.5545177444479562,0.32987387617476926
1,10.0,15.8489,13.8301,0,27.5947,27.5947,2.5119,2.5119,13.8301,13.8301,0.5545177444479562,0.32999740761005986
1,10.0,15.8489,13.8301,0,27.5947,27.5947,15.8489,15.8489,13.8301,13.8301,0.5545177444479562,0.36266241440934466
1,10.0,15.8489,13.8301,0,27.5947,27.5947,100.0,100.0,13.8301,13.8301,0.5545177444479562,0.6956353591817712
1,10.0,100.0,13.8301,0,27.5947,27.5947,0.01,0.01,13.8301,13.8301,0.5545177444479562,0.7156951670831404
