Kd_t,Kd_c,aR,gR,dR,gT,aL_vals[0],gL,gC,gN,cis_act,cis_inh,startpeak,endpeak,peak_width,sig_change
2.08,2.08,0.11,0.8664339756999315,0.1383,27.5947,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,6.71,0.0,0.1,,,[0 0 0 1 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1383,12.6132,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,6.14,0.0,0.1,,,[0 0 0 1 1 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1383,5.7653,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,4.64,125.57,1.0,100.0,100.0,[ 0  0  0  0  1 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.1383,2.6353,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.13,144.19,,100.0,,[ 0  0  0  0  0 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.1383,1.2046,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.33,383.14,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1383,0.5506,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.08,1269.98,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1049,27.5947,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,8.55,0.0,0.1,,,[0 0 0 1 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1049,12.6132,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,7.82,0.0,0.1,,,[0 0 0 1 1 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1049,5.7653,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,5.9,118.95,1.0,100.0,100.0,[ 0  0  0  0  1 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.1049,2.6353,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.14,182.15,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1049,1.2046,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.5,290.53,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.1049,0.5506,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.16,705.11,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0796,27.5947,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,10.97,0.0,0.1,,,[0 0 0 1 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0796,12.6132,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,10.04,0.0,0.1,,,[0 0 0 1 1 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0796,5.7653,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,7.55,114.1,1.0,100.0,100.0,[ 0  0  0  0  1 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.0796,2.6353,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.58,159.52,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0796,1.2046,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.71,232.65,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0796,0.5506,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.26,466.58,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0604,27.5947,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,14.17,0.0,0.1,,,[0 0 0 1 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0604,12.6132,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,12.96,0.0,0.1,,,[0 0 0 1 1 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0604,5.7653,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,9.73,110.5,1.0,100.0,100.0,[ 0  0  0  0  1 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.0604,2.6353,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.15,143.55,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0604,1.2046,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.0,194.46,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0604,0.5506,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,1.39,340.0,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0458,27.5947,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,18.39,0.0,0.1,,,[0 0 0 1 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0458,12.6132,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,16.83,0.0,0.1,,,[0 0 0 1 1 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0458,5.7653,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,12.62,107.82,1.0,100.0,100.0,[ 0  0  0  0  1 -1 -1]
2.08,2.08,0.11,0.8664339756999315,0.0458,2.6353,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,3.91,132.06,,,,[0 0 0 0 0 0 0]
2.08,2.08,0.11,0.8664339756999315,0.0458,1.2046,0.0,2.3104906018664844,0.8664339756999315,0.5545177444479562,2.38,168.27,,,,[0 0 0 0 0 0 0]
